,bruto,ajustado,dividendo,razao
2022-08-30,10.117406845092773,6.328976154327393,0.0,0.6255531927528568
2022-08-31,10.176572799682617,6.3659868240356445,0.0,0.6255531159010806
2022-09-01,9.949769973754883,6.291059494018555,0.108303,0.6322819030603589
2022-09-02,9.949769973754883,6.291059494018555,0.0,0.6322819030603589
2022-09-05,10.018796920776367,6.334705829620361,0.0,0.6322820873316473
2022-09-06,10.048379898071289,6.353410720825195,0.0,0.6322820977384309
2022-09-08,9.949769973754883,6.291059494018555,0.0,0.6322819030603589
2022-09-09,10.028657913208008,6.340940952301025,0.0,0.6322821066565486
2022-09-12,10.028657913208008,6.340940952301025,0.0,0.6322821066565486
2022-09-13,10.048379898071289,6.353410720825195,0.0,0.6322820977384309
2022-09-14,10.05824089050293,6.359645366668701,0.0,0.632282069588682
2022-09-15,10.038518905639648,6.3471784591674805,0.0,0.6322823634472243
2022-09-16,10.156850814819336,6.4219970703125,0.0,0.6322823075182414
2022-09-19,10.156850814819336,6.4219970703125,0.0,0.6322823075182414
2022-09-20,10.107545852661133,6.390819549560547,0.0,0.6322820240165381
2022-09-21,10.156850814819336,6.4219970703125,0.0,0.6322823075182414
2022-09-22,10.117406845092773,6.397055625915527,0.0,0.6322821374943797
2022-09-23,10.048379898071289,6.353410720825195,0.0,0.6322820977384309
2022-09-26,10.127267837524414,6.403292179107666,0.0,0.6322822978357147
2022-09-27,10.06810188293457,6.365880489349365,0.0,0.632282088855252
2022-09-28,10.127267837524414,6.403292179107666,0.0,0.6322822978357147
2022-09-29,10.137128829956055,6.4095234870910645,0.0,0.6322819404396235
2022-09-30,10.156850814819336,6.4219970703125,0.0,0.6322823075182414
2022-10-03,10.107545852661133,6.453375816345215,0.098457,0.638471089858688
2022-10-04,10.097684860229492,6.447080612182617,0.0,0.6384711645710929
2022-10-05,10.107545852661133,6.453375816345215,0.0,0.638471089858688
2022-10-06,10.137128829956055,6.472267150878906,0.0,0.6384714310577588
2022-10-07,10.166711807250977,6.491153717041016,0.0,0.6384713012531225
2022-10-10,10.156850814819336,6.484856128692627,0.0,0.6384711409988328
2022-10-11,10.156850814819336,6.484856128692627,0.0,0.6384711409988328
2022-10-13,10.127267837524414,6.465969085693359,0.0,0.6384712233772569
2022-10-14,10.137128829956055,6.472267150878906,0.0,0.6384714310577588
2022-10-17,10.077962875366211,6.43449068069458,0.0,0.6384713617493619
2022-10-18,10.097684860229492,6.447080612182617,0.0,0.6384711645710929
2022-10-19,10.127267837524414,6.465969085693359,0.0,0.6384712233772569
2022-10-20,10.127267837524414,6.465969085693359,0.0,0.6384712233772569
2022-10-21,10.127267837524414,6.465969085693359,0.0,0.6384712233772569
2022-10-24,10.137128829956055,6.472267150878906,0.0,0.6384714310577588
2022-10-25,10.127267837524414,6.465969085693359,0.0,0.6384712233772569
2022-10-26,10.06810188293457,6.42819356918335,0.0,0.638471247502882
2022-10-27,10.107545852661133,6.453375816345215,0.0,0.638471089858688
2022-10-28,10.127267837524414,6.465969085693359,0.0,0.6384712233772569
2022-10-31,10.156850814819336,6.484856128692627,0.0,0.6384711409988328
2022-11-01,10.06810188293457,6.491116046905518,0.098457,0.6447209337350824
2022-11-03,10.117406845092773,6.522904396057129,0.0,0.6447209740528445
2022-11-04,10.127267837524414,6.529262065887451,0.0,0.6447209820692876
2022-11-07,10.127267837524414,6.529262065887451,0.0,0.6447209820692876
2022-11-08,10.107545852661133,6.51654577255249,0.0,0.644720871668052
2022-11-09,10.05824089050293,6.48475980758667,0.0,0.6447210678469265
2022-11-10,10.048379898071289,6.4784016609191895,0.0,0.6447210124054595
2022-11-11,10.018796920776367,6.459328651428223,0.0,0.6447209882089997
2022-11-14,10.028657913208008,6.4656853675842285,0.0,0.6447209011954381
2022-11-16,10.018796920776367,6.459328651428223,0.0,0.6447209882089997
2022-11-17,9.890603065490723,6.376681327819824,0.0,0.6447211849061749
2022-11-18,9.979352951049805,6.433895111083984,0.0,0.6447206690296643
2022-11-21,9.939908027648926,6.408466339111328,0.0,0.6447208888940912
2022-11-22,9.939908027648926,6.408466339111328,0.0,0.6447208888940912
2022-11-23,9.880742073059082,6.3703227043151855,0.0,0.6447210803816611
2022-11-24,9.890603065490723,6.376681327819824,0.0,0.6447211849061749
2022-11-25,9.910325050354004,6.3893938064575195,0.0,0.6447209121792918
2022-11-28,9.930047035217285,6.402108192443848,0.0,0.6447208326142394
2022-11-29,10.038518905639648,6.472043514251709,0.0,0.6447209568550705
2022-11-30,10.048379898071289,6.4784016609191895,0.0,0.6447210124054595
2022-12-01,9.8610200881958,6.407834529876709,0.078766,0.6498145701525595
2022-12-02,9.870881080627441,6.414242267608643,0.0,0.6498145621668174
2022-12-05,9.8610200881958,6.407834529876709,0.0,0.6498145701525595
2022-12-06,9.8610200881958,6.407834529876709,0.0,0.6498145701525595
2022-12-07,9.8610200881958,6.407834529876709,0.0,0.6498145701525595
2022-12-08,9.8610200881958,6.407834529876709,0.0,0.6498145701525595
2022-12-09,9.8610200881958,6.407834529876709,0.0,0.6498145701525595
2022-12-12,9.821576118469238,6.382204055786133,0.0,0.6498146508058469
2022-12-13,9.762410163879395,6.343757152557373,0.0,0.6498146508972827
2022-12-14,9.584912300109863,6.2284159660339355,0.0,0.649814601429639
2022-12-15,9.722966194152832,6.318125247955322,0.0,0.6498145855690517
2022-12-16,9.762410163879395,6.343757152557373,0.0,0.6498146508972827
2022-12-19,9.673661231994629,6.286086082458496,0.0,0.6498145770980609
2022-12-20,9.811715126037598,6.375795841217041,0.0,0.6498146103220455
2022-12-21,9.85115909576416,6.40142822265625,0.0,0.6498147233667926
2022-12-22,9.870881080627441,6.414242267608643,0.0,0.6498145621668174
2022-12-23,9.85115909576416,6.40142822265625,0.0,0.6498147233667926
2022-12-26,9.8610200881958,6.407834529876709,0.0,0.6498145701525595
2022-12-27,9.880742073059082,6.420654773712158,0.0,0.6498150367894707
2022-12-28,9.930047035217285,6.452689170837402,0.0,0.649814562605061
2022-12-29,9.949769973754883,6.465505599975586,0.0,0.6498145803400527
2023-01-02,9.920186042785645,6.510707855224609,0.098457,0.6563090477480971
2023-01-03,9.939908027648926,6.523650646209717,0.0,0.6563089545761871
2023-01-04,9.959630966186523,6.536596298217773,0.0,0.6563090861910311
2023-01-05,9.959630966186523,6.536596298217773,0.0,0.6563090861910311
2023-01-06,9.999074935913086,6.562482833862305,0.0,0.6563089961744585
2023-01-09,9.969491958618164,6.543066501617432,0.0,0.6563089201312062
2023-01-10,9.969491958618164,6.543066501617432,0.0,0.6563089201312062
2023-01-11,9.979352951049805,6.549538612365723,0.0,0.6563089455290512
2023-01-12,9.979352951049805,6.549538612365723,0.0,0.6563089455290512
2023-01-13,10.05824089050293,6.601315975189209,0.0,0.6563091943266365
2023-01-16,10.028657913208008,6.581899642944336,0.0,0.6563091193165339
2023-01-17,10.018796920776367,6.5754265785217285,0.0,0.6563089990262215
2023-01-18,10.008935928344727,6.568955421447754,0.0,0.6563090690634609
2023-01-19,9.8610200881958,6.471878528594971,0.0,0.6563092327884187
2023-01-20,9.930047035217285,6.517180442810059,0.0,0.6563091211649484
2023-01-23,9.890603065490723,6.491292953491211,0.0,0.656309115885963
2023-01-24,9.870881080627441,6.4783477783203125,0.0,0.6563089683082797
2023-01-25,9.900464057922363,6.497763633728027,0.0,0.656308996801873
2023-01-26,9.930047035217285,6.517180442810059,0.0,0.6563091211649484
2023-01-27,9.949769973754883,6.530124664306641,0.0,0.656309108806691
2023-01-30,9.969491958618164,6.543066501617432,0.0,0.6563089201312062
2023-01-31,10.008935928344727,6.568955421447754,0.0,0.6563090690634609
2023-02-01,9.930047035217285,6.588470458984375,0.108303,0.663488343571598
2023-02-02,9.870881080627441,6.5492143630981445,0.0,0.6634883258751452
2023-02-03,9.930047035217285,6.588470458984375,0.0,0.663488343571598
2023-02-06,9.939908027648926,6.595012664794922,0.0,0.663488298528536
2023-02-07,9.930047035217285,6.588470458984375,0.0,0.663488343571598
2023-02-08,9.949769973754883,6.601556777954102,0.0,0.6634883816779114
2023-02-09,9.939908027648926,6.595012664794922,0.0,0.663488298528536
2023-02-10,9.949769973754883,6.601556777954102,0.0,0.6634883816779114
2023-02-13,9.959630966186523,6.608099460601807,0.0,0.6634883845633092
2023-02-14,9.979352951049805,6.621183395385742,0.0,0.6634882469698808
2023-02-15,9.979352951049805,6.621183395385742,0.0,0.6634882469698808
2023-02-16,9.979352951049805,6.621183395385742,0.0,0.6634882469698808
2023-02-17,10.008935928344727,6.640812397003174,0.0,0.663488351263872
2023-02-22,9.999074935913086,6.634270191192627,0.0,0.6634883960479895
2023-02-23,10.028657913208008,6.653899192810059,0.0,0.6634884996971228
2023-02-24,10.048379898071289,6.666985034942627,0.0,0.6634885526394464
2023-02-27,10.048379898071289,6.666985034942627,0.0,0.6634885526394464
2023-02-28,10.087823867797852,6.6931538581848145,0.0,0.663488374291562
2023-03-01,10.048379898071289,6.745993137359619,0.118148,0.6713513228788714
2023-03-02,10.038518905639648,6.739372730255127,0.0,0.6713513012829952
2023-03-03,10.097684860229492,6.77909517288208,0.0,0.6713514302255627
2023-03-06,10.077962875366211,6.7658538818359375,0.0,0.6713513400980932
2023-03-07,10.107545852661133,6.785713195800781,0.0,0.6713512156874586
2023-03-08,10.097684860229492,6.77909517288208,0.0,0.6713514302255627
2023-03-09,10.097684860229492,6.77909517288208,0.0,0.6713514302255627
2023-03-10,10.127267837524414,6.798953533172607,0.0,0.6713512116249702
2023-03-13,10.107545852661133,6.785713195800781,0.0,0.6713512156874586
2023-03-14,10.137128829956055,6.805574893951416,0.0,0.6713513271963536
2023-03-15,10.137128829956055,6.805574893951416,0.0,0.6713513271963536
2023-03-16,10.137128829956055,6.805574893951416,0.0,0.6713513271963536
2023-03-17,10.107545852661133,6.785713195800781,0.0,0.6713512156874586
2023-03-20,10.146989822387695,6.81219482421875,0.0,0.6713513015642079
2023-03-21,10.137128829956055,6.805574893951416,0.0,0.6713513271963536
2023-03-22,10.176572799682617,6.832056045532227,0.0,0.6713513655348982
2023-03-23,10.166711807250977,6.82543420791626,0.0,0.6713512035472775
2023-03-24,10.196294784545898,6.845294952392578,0.0,0.6713512209128857
2023-03-27,10.21601676940918,6.858537197113037,0.0,0.671351403577393
2023-03-28,10.117406845092773,6.792333602905273,0.0,0.6713512372194211
2023-03-29,10.176572799682617,6.832056045532227,0.0,0.6713513655348982
2023-03-30,10.176572799682617,6.832056045532227,0.0,0.6713513655348982
2023-03-31,10.235738754272461,6.871776103973389,0.0,0.6713512594393899
2023-04-03,10.137128829956055,6.885046482086182,0.118148,0.6791909817442884
2023-04-04,10.166711807250977,6.90513801574707,0.0,0.6791908875416606
2023-04-05,10.206155776977539,6.931929111480713,0.0,0.6791909963903707
2023-04-06,10.206155776977539,6.931929111480713,0.0,0.6791909963903707
2023-04-10,10.156850814819336,6.898440361022949,0.0,0.6791908719342211
2023-04-11,10.196294784545898,6.925230503082275,0.0,0.6791908874171194
2023-04-12,10.186433792114258,6.918534278869629,0.0,0.6791910122878877
2023-04-13,10.196294784545898,6.925230503082275,0.0,0.6791908874171194
2023-04-14,10.206155776977539,6.931929111480713,0.0,0.6791909963903707
2023-04-17,10.196294784545898,6.925230503082275,0.0,0.6791908874171194
2023-04-18,10.22587776184082,6.9453229904174805,0.0,0.6791908872932989
2023-04-19,10.235738754272461,6.95202112197876,0.0,0.679190949366204
2023-04-20,10.245599746704102,6.9587178230285645,0.0,0.6791908716975898
2023-04-24,10.245599746704102,6.9587178230285645,0.0,0.6791908716975898
2023-04-25,10.265321731567383,6.972115516662598,0.0,0.6791911348693837
2023-04-26,10.304765701293945,6.998902797698975,0.0,0.6791908715421
2023-04-27,10.324487686157227,7.012298583984375,0.0,0.6791909484657782
2023-04-28,10.42309856414795,7.079273700714111,0.0,0.6791909005892449
2023-05-02,10.334348678588867,7.0994696617126465,0.118148,0.686977949217218
2023-05-03,10.354070663452148,7.1130194664001465,0.0,0.6869780685878182
2023-05-04,10.334348678588867,7.0994696617126465,0.0,0.686977949217218
2023-05-05,10.37379264831543,7.126567363739014,0.0,0.6869780036423108
2023-05-08,10.393514633178711,7.140116214752197,0.0,0.6869780306999475
2023-05-09,10.43295955657959,7.167210578918457,0.0,0.686977701777673
2023-05-10,10.44282054901123,7.17398738861084,0.0,0.6869779438362659
2023-05-11,10.48226547241211,7.201085090637207,0.0,0.6869779352172943
2023-05-12,10.48226547241211,7.201085090637207,0.0,0.6869779352172943
2023-05-15,10.561153411865234,7.255279064178467,0.0,0.6869779067906837
2023-05-16,10.571014404296875,7.262054920196533,0.0,0.6869780555066385
2023-05-17,10.590736389160156,7.275601387023926,0.0,0.6869778568438979
2023-05-18,10.571014404296875,7.262054920196533,0.0,0.6869780555066385
2023-05-19,10.580875396728516,7.268827438354492,0.0,0.6869778884837761
2023-05-22,10.561153411865234,7.255279064178467,0.0,0.6869779067906837
2023-05-23,10.561153411865234,7.255279064178467,0.0,0.6869779067906837
2023-05-24,10.344209671020508,7.106244087219238,0.0,0.6869779628624032
2023-05-25,10.452681541442871,7.180762767791748,0.0,0.6869780485822136
2023-05-26,10.37379264831543,7.126567363739014,0.0,0.6869780036423108
2023-05-29,10.50198745727539,7.214634895324707,0.0,0.6869780529328926
2023-05-30,10.452681541442871,7.180762767791748,0.0,0.6869780485822136
2023-05-31,10.561153411865234,7.255279064178467,0.0,0.6869779067906837
2023-06-01,10.44282054901123,7.255151271820068,0.118148,0.694750162350249
2023-06-02,10.452681541442871,7.262003421783447,0.0,0.6947502794370038
2023-06-05,10.511848449707031,7.303107738494873,0.0,0.694750097800203
2023-06-06,10.541431427001953,7.3236613273620605,0.0,0.6947501748768624
2023-06-07,10.561153411865234,7.337362289428711,0.0,0.6947500905711055
2023-06-09,10.561153411865234,7.337362289428711,0.0,0.6947500905711055
2023-06-12,10.551292419433594,7.330511569976807,0.0,0.6947501100884396
2023-06-13,10.561153411865234,7.337362289428711,0.0,0.6947500905711055
2023-06-14,10.561153411865234,7.337362289428711,0.0,0.6947500905711055
2023-06-15,10.669624328613281,7.412721633911133,0.0,0.6947500123347413
2023-06-16,10.738651275634766,7.460679531097412,0.0,0.6947501450228821
2023-06-19,10.81753921508789,7.515484809875488,0.0,0.6947499482500767
2023-06-20,10.669624328613281,7.412721633911133,0.0,0.6947500123347413
2023-06-21,10.64990234375,7.399019718170166,0.0,0.694750006089244
2023-06-22,10.571014404296875,7.344213485717773,0.0,0.6947501161981692
2023-06-23,10.630180358886719,7.38532018661499,0.0,0.6947502241051762
2023-06-26,10.610458374023438,7.3716139793396,0.0,0.6947498137674063
2023-06-27,10.590736389160156,7.357913494110107,0.0,0.694749942189203
2023-06-28,10.638862609863281,7.3913493156433105,0.0,0.6947499546418426
2023-06-29,10.658712387084961,7.4051432609558105,0.0,0.6947502655131719
2023-06-30,10.817501068115234,7.51546049118042,0.0,0.6947501501370188
2023-07-03,10.569393157958984,7.424700736999512,0.118907,0.7024718095010545
2023-07-04,10.589241027832031,7.4386444091796875,0.0,0.7024719136743103
2023-07-05,10.599165916442871,7.445616245269775,0.0,0.702471902408766
2023-07-06,10.599165916442871,7.445616245269775,0.0,0.702471902408766
2023-07-07,10.628938674926758,7.46652889251709,0.0,0.7024717256230233
2023-07-10,10.589241027832031,7.4386444091796875,0.0,0.7024719136743103
2023-07-11,10.599165916442871,7.445616245269775,0.0,0.702471902408766
2023-07-12,10.609089851379395,7.452584743499756,0.0,0.7024716396883726
2023-07-13,10.529696464538574,7.396813869476318,0.0,0.7024717088841987
2023-07-14,10.569393157958984,7.424700736999512,0.0,0.7024718095010545
2023-07-17,10.569393157958984,7.424700736999512,0.0,0.7024718095010545
2023-07-18,10.549544334411621,7.410757064819336,0.0,0.7024717684389593
2023-07-19,10.559468269348145,7.41772985458374,0.0,0.7024719110256534
2023-07-20,10.509846687316895,7.382870197296143,0.0,0.7024717312199869
2023-07-21,10.480073928833008,7.361956596374512,0.0,0.7024718190317472
2023-07-24,10.390754699707031,7.299210548400879,0.0,0.7024716451642037
2023-07-25,10.360981941223145,7.27829647064209,0.0,0.7024716877156206
2023-07-26,10.440377235412598,7.334068298339844,0.0,0.7024715805731138
2023-07-27,10.509846687316895,7.382870197296143,0.0,0.7024717312199869
2023-07-28,10.529696464538574,7.396813869476318,0.0,0.7024717088841987
2023-07-31,10.638862609863281,7.473501682281494,0.0,0.7024718671855783
2023-08-01,10.549544334411621,7.494523048400879,0.118907,0.710412015043574
2023-08-02,10.559468269348145,7.501570701599121,0.0,0.7104117849735446
2023-08-03,10.559468269348145,7.501570701599121,0.0,0.7104117849735446
2023-08-04,10.619013786315918,7.5438737869262695,0.0,0.7104119025297438
2023-08-07,10.569393157958984,7.5086212158203125,0.0,0.7104117619246813
2023-08-08,10.509846687316895,7.466318130493164,0.0,0.7104117074803185
2023-08-09,10.380830764770508,7.37466287612915,0.0,0.7104116272809871
2023-08-10,10.420528411865234,7.402869701385498,0.0,0.7104121219953003
2023-08-11,10.440377235412598,7.416967391967773,0.0,0.7104118198727768
2023-08-14,10.480073928833008,7.445169448852539,0.0,0.7104119206992641
2023-08-15,10.480073928833008,7.445169448852539,0.0,0.7104119206992641
2023-08-16,10.480073928833008,7.445169448852539,0.0,0.7104119206992641
2023-08-17,10.450301170349121,7.424017906188965,0.0,0.7104118613589148
2023-08-18,10.509846687316895,7.466318130493164,0.0,0.7104117074803185
2023-08-21,10.589241027832031,7.522724151611328,0.0,0.710412024038278
2023-08-22,10.559468269348145,7.501570701599121,0.0,0.7104117849735446
2023-08-23,10.579317092895508,7.51567268371582,0.0,0.7104118931044175
2023-08-24,10.619013786315918,7.5438737869262695,0.0,0.7104119025297438
2023-08-25,10.698409080505371,7.60027551651001,0.0,0.7104117499450664
2023-08-28,10.668636322021484,7.5791239738464355,0.0,0.7104116913426054
2023-08-29,10.757954597473145,7.642577171325684,0.0,0.7104117332044505
2023-08-30,10.867121696472168,7.720134735107422,0.0,0.7104120990578063
2023-08-31,10.886971473693848,7.7342329025268555,0.0,0.7104117909388351
2023-09-01,10.678560256958008,7.6628947257995605,0.108998,0.7175962434455075
2023-09-04,10.718256950378418,7.691381454467773,0.0,0.7175962929491275
2023-09-05,10.738105773925781,7.705626487731934,0.0,0.7175964411193173
2023-09-06,10.698409080505371,7.67713737487793,0.0,0.7175961694030938
2023-09-08,10.777803421020508,7.734109878540039,0.0,0.7175961164271937
2023-09-11,10.797652244567871,7.748355865478516,0.0,0.7175963524271298
2023-09-12,10.867121696472168,7.798208713531494,0.0,0.7175965201588802
2023-09-13,10.886971473693848,7.8124494552612305,0.0,0.717596208839017
2023-09-14,11.006063461303711,7.897909164428711,0.0,0.7175961861565691
2023-09-15,11.035836219787598,7.919273853302002,0.0,0.7175961744613877
